epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.11942390352487564,9.999999747378752e-05,3.080632209777832,0.24337908625602722,3.5088367462158203
1,0.2666376829147339,9.999999747378752e-05,2.384448766708374,0.5917262434959412,1.1451663970947266
2,0.38408002257347107,9.999999747378752e-05,2.015404224395752,0.7906437516212463,0.5507105588912964
3,0.44777923822402954,9.999999747378752e-05,1.8315396308898926,0.8965783715248108,0.2827167809009552
4,0.4834468960762024,9.999999747378752e-05,1.7310492992401123,0.9246085286140442,0.20514795184135437
5,0.4971243441104889,9.999999747378752e-05,1.6938858032226562,0.9621109366416931,0.11436037719249725
6,0.505098819732666,9.999999747378752e-05,1.6747552156448364,0.9793156981468201,0.05879094824194908
7,0.5100285410881042,9.999999747378752e-05,1.656238079071045,0.9769959449768066,0.06975673139095306
8,0.5126383304595947,9.999999747378752e-05,1.6480096578598022,0.986081600189209,0.05402620881795883
9,0.5151998400688171,9.999999747378752e-05,1.6414481401443481,0.9829885959625244,0.05929163098335266
10,0.5183413028717041,9.999999747378752e-05,1.6351128816604614,0.9760293960571289,0.07635516673326492
11,0.5184863209724426,9.999999747378752e-05,1.636012077331543,0.9942006468772888,0.021072320640087128
12,0.5195978879928589,9.999999747378752e-05,1.629417896270752,0.988594651222229,0.03772100806236267
13,0.5216277837753296,9.999999747378752e-05,1.623767375946045,0.9853083491325378,0.04743623360991478
14,0.5233676433563232,9.999999747378752e-05,1.6158766746520996,0.9899477958679199,0.04510847106575966
15,0.5235126614570618,9.999999747378752e-05,1.618761658668518,0.9820220470428467,0.05102534964680672
16,0.5239475965499878,9.999999747378752e-05,1.6152663230895996,0.9895612001419067,0.03067251481115818
17,0.5283939838409424,4.999999873689376e-05,1.6003440618515015,0.9951671957969666,0.011303303763270378
18,0.5287806391716003,4.999999873689376e-05,1.598659634590149,0.9887879490852356,0.034435514360666275
19,0.5292639136314392,4.999999873689376e-05,1.5978699922561646,0.9963271021842957,0.01056603156030178
